sentence,B2
"D'autres instruments ont ""sniffé"" les gaz à la surface de la comète et la récolte a été bonne. Le robot, qui pèse 100 kg sur la Terre, a une masse d'un gramme sur la comète, a recueilli une mine d'images et de données scientifiques, transmis à la sonde Rosetta qui les a renvoyés sur Terre.",1
"Sans parler des cantines d'entreprises, des bistrots branchés, des snacks et des bars de quartier.",1
Je commande du poisson avec de la purée.,0
"Des îles entières se retrouvent recouvertes par les déchets, c'est le cas de l'île Henderson sur laquelle 17 millions de tonnes de déchets se seraient accumulés car l'île est située tout proche d'un tourbillon géant, le gyre du Sud Pacifique.",1
La longueur est une distance mais une sensation aussi.,0
J'ai oublié de vous dire : elle s'appelle Sarah.,0
C'est très gentil de sa part !,0
"Le frère de Stéphane peut venir les rechercher à l'aéroport le 26/11, mais malheureusement, il a refusé de les y conduire.",0
"Joe Biden a dû renoncer mardi à sa candidate pour diriger le budget à la Maison Blanche, Neera Tanden, face à l'opposition de sénateurs-clés, premier revers pour le nouveau président démocrate qui dispose d'une très courte majorité au Congrès.",1
"Le précepteur Pangloss était l'oracle de la maison, et le petit Candide écoutait ses leçons avec toute la bonne foi de son âge et de son caractère.",1
"il y a du travail, des théâtres, des cinémas, la vie culturelle est riche",0
- Mais quoi !,0
J'aime bien courir le matin en été.,0
Voudrais-tu te joindre à nous ?,0
Je fais des exercices d'articulation,1
"La trottinette électrique est aussi limitée aux pistes cyclables ou sur la chaussée, entraînant des conflits avec les cyclistes et les automobilistes",1
"Non, ne lisez pas ce texte pour l'instant !",0
J'espère qu'on aura du beau temps,0
"Mon réveil sonne à six heures et demie, je me rendors pendant un quart d'heure, et je me lève vers sept heures moins le quart",0
Son appartement est loin de l'Université.,0
Mes parents sont divorcés et je vis avec ma mère.,0
Mes amis américains me disent que je m'exprime sans accent,1
"En plus de toutes ces activités, le Salon du Chocolat est également l'endroit rêvé pour découvrir et acheter les chocolats de nombreux artisans chocolatiers du monde entier, réunis en un seul lieu à Paris",0
Votre façon de raconter des histoires est vraiment magnifique.,0
"Avant de laisser la parole à Monsieur Servat, qui saura mieux que moi parler de lui-même, j'aimerais lui souhaiter la bienvenue dans notre entreprise ainsi que beaucoup de succès dans son travail.",0
"À partir de deux reportages sur les vacances des Français, invitez les apprenants à parler de leurs vacances.",0
"Et ce soir, il peut prendre son temps car sa femme et ses enfants vont rentrer tard.",0
La poitrine désigne aussi les seins d'une femme.,0
Je suis complétement en sécurité car j'ai une entière confiance en lui.,0
"Andrew : mon Dieu, les gens à la table à côté de la nôtre crient.",0
J'en profite pour me baigner à la rivière avec mes cousins presque tous les jours !,0
"Ellénore, en un mot, était en lutte constante avec sa destinée.",1
"Loin de faire l'unanimité, le téléphone mobile est souvent comparé à un cordon ombilical qui entrave l'autonomie, maintient la dépendance, infantilise.",1
J'habite à New-York. Et toi ?,0
Je ne veux pas aller au cinéma.,0
A regarder en VO pour ne rien perdre de ce décalage.,0
Je veux un chien !,0
On s'est tout de suite très bien entendues.,0
"Les bars, les boulangeries, les supermarchés, les sites Internet proposent des événements qui animent cette période de l'année qui tombe entre deux moments importants : la rentrée des classes et Noël",1
Francis ne viendra pas en cours aujourd'hui.,0
Je te présente Marie.,0
"Elle a les yeux pleins de larmes, et quand je m'approche d'elle pour lui prendre la main, elle recule.",0
Le chef cuisine des spécialités de la région avec des produits de saison.,0
"Mais, ce soir-là, Quentin était sorti",0
Vous aimez le sport ?,0
Il croit que nous avons raison.,0
"Face à eux, les forces de sécurité ont été déployées en nombre.",1
"J'achète un livre, un pantalon et une nouvelle lampe pour ma chambre.",0
On fait réparer ses chaussures,0
L'ascenseur est en panne.,0
"Là, d'un coup, c'était constant",0
Ça ne marche pas.,0
Le problème c'est que quand ils arrivent dans le monde du travail y a pas de respect.,0
Montrant un gentilhomme qui va et vient dans la salle comme s'il cherchait quelqu'un.,0
"Vous prônez une ouverture de l'école sur le monde d'aujourd'hui, je suis tout à fait d'accord avec vous.",0
L'intervalle entre les deux séances est trop long.,0
"Dites-lui qu'un pauvre berger lui souhaite le bonjour, et qu'il le prie de le secourir .""",0
Tu remplissais le pot d'eau et tu mettais des glaçons à congeler dans le congélateur du sous-sol.,0
Les bévues du marquis del Dongo scandalisaient les employés et même arrêtaient la marche des affaires.,1
La journée n'est pas fini pour Théo qui doit rentrer à la maison pour faire ses devoirs,0
"S'il était à l'origine destiné à surveiller le bétail, il est doux avec les enfants.",0
Le couple a très vite su ce qu'il voulait demander comme souhaits à la fée.,0
Je n'ai pas bien compris.,0
À bientôt.,0
On aura beaucoup de travail jusqu'au mois de mai.,0
Venez ici.,0
Elle est devenue une règle du fonctionnement social.,1
"Prenez votre temps, laissez-vous guider et surtout prenez du plaisir.",0
Il jouait au jokari avec un ami.,0
"Avec son allure, il donne l'impression d'être le maître du monde.",0
L'image d'un robot esclave n'est pas neuve! Les progrès présents et promis inquiètent certaines personnes qui redoutent d'être supplantées par des machines.,1
Ce n'est pas juste.,0
"Au deuxième étage, il y a un bureau et deux chambres, dont la sienne",0
Rangez-vous sur le bas côté et éteignez votre moteur !,0
"L'oisillon ne les écouta pas et s'endormit, contre son nouvel ami.",0
"Aujourd'hui, je ne sors pas parce qu'il y a une tempête de neige.",0
tu n'es pas trop adroit !,0
"Combien coûte un kilo d'oranges, s'il vous plaît ?",0
"A l'intérieur de ma maison, il y a un grand salon avec une table et quatre chaises pour accueillir mes amis",0
Tu es fatigué en hiver?,0
Elles étaient très amies mais l'une des deux est partie en Suède.,0
"Jean-Philippe Viriot-Durandal, maître de conférences en sociologie à l'université de Franche-Comté, en est convaincu.",1
Ils parlent encore mieux le français que nous,0
Bradford annonce alors un jour de remerciement à Dieu,1
"Une vieille dame : Ça m'a rappelé l'enfance, ça m'a rappelé beaucoup de choses, parce que moi j'allais en vacances dans une ferme",0
"Le sigle AOP est donc une garantie pour le consommateur que la production de lait, le caillage, l'égouttage, le salage, le moulage, le pressage, l'affinage et pour certains le lavage aient bien eu lieu dans la zone géographique de l'appellation.",1
Je vais choisir un restaurant pour savourer un bon repas après cette journée bien remplie,0
"Une appellation introduite en 1972, très pratique à utiliser dans le cadre des magazines télévisés ou des hebdomadaires de société, puisqu'en deux mots tout est dit.",1
"Elle me dit toujours qu'il faut lui parler de mes problèmes, mais quand j'en parle, elle s'énerve contre moi et on finit par se disputer.",0
J'essayai donc de mille manières de fixer son attention.,1
"Dans le premier article, j'ai décrit les faits stylisés des rendements des actifs.",1
Je travaille pour un magazine de mode américain,0
"Le serveur : Bonsoir Mesdames, qu'est-ce que vous voulez boire ?",0
"En ville, il y a des magasins, on peut rencontrer facilement d'autres personnes et c'est en ville qu'on trouve les meilleures écoles pour ses enfants",0
Puis il précise : Je n'ai jamais cherché à corriger ou à accentuer mon accent.,0
Je perdais mon temps : je ne faisais rien d'utile à la société moderne.,0
"Après son repas, il retourne à la salle de bain pour se brosser les dents et pour aller aux toilettes.",0
"Soudain, il entendit une voix qui lui disait de s'approcher.",0
"Aux États-Unis, on fêtera Thanksgiving le quatrième jeudi de novembre",1
Tout savoir avant d'adopter un chat.,0
Une petite fille : Là ils [ne] comprennent pas notre langue parce qu'ils [ne] parlent pas,0
J'ai vu son nom sur la boîte aux lettres.,0
Il va à l'école des petits.,0
"Ensuite, je suis sorti.",0
"Lucie entama d'un air brave sa cavatine en sol majeur ; elle se plaignait d'amour, elle demandait des ailes.",1
"Un patient se présentant aux urgences, peut recevoir un début de traitement puis avoir une prescription.",1
À quelle heure on part,0
"Dans les quartiers, certains voisins s'entendent pour ouvrir la porte aux enfants et font donc une provision de bonbons au cas où un groupe de mini sorcières sonnerait à la porte",1
Jamais auparavant l'humanité n'avait produit autant de nourriture.,1
Qu'est-ce que vous faites ?,0
"J'ai intérêt à réussir à mes examens, sinon mes parents seront fâchés, car il n'y a rien de plus important pour eux.",0
Je suis malade,0
"Là, c'est le bureau de notre manageur.",0
"Le chat, le nouveau ""meilleur ami de l'homme"".",0
Oh oui !,0
Cet expert affirme que le jeu vidéo permet un meilleur développement de l'enfant.,1
"Le temps devient de plus en plus frais, il commence à y avoir de la pluie et du vent.",0
"Bien entendu, nous sommes conscients des inconvénients que cela peut entraîner : en s'adressant à des sous-traitants, nous courons le risque de perdre une partie de nos secrets de fabrication et de voir surgir des problèmes dans la qualité du service rendu, tels que le non-respect du cahier des charges.",1
"Je suis dans le bus, j'arrive dans 5 minutes.",0
Tu ne comprends pas.,0
"Aussitôt que le registre du commerce aura reçu le dossier de modification, la plate-forme vous enverra une réponse électronique appelée accusé de réception .",1
Elle est entrée.,0
"Serveur : je vais leur demander de se calmer, pour que vous puissiez profiter de votre repas dans le calme.",0
Du haut de cette colline la vue sur Marseille est remarquable,0
"une requête est une demande, une sollicitation, une prière.",0
"L'hospitalité est l'action de recevoir une personne chez soi, de l'accueillir de manière bienveillante, de le loger gratuitement.",0
Tu me manques beaucoup,0
"Tous les prix sont affichés, mais si besoin, j'ai mis la liste des prix à côté de la caisse.",0
"Très bien, et est-ce que vous avez un téléphone portable ?",0
"Julie : pas avec la table, mais avec ceux de la table d'à côté ; ils parlent très fort.",0
Est-ce que tu comprends?,0
"Pendant que la salle se remplit petit à petit, un étage en-dessous, c'est l'effervescence",0
"Tout petit, quand j'étais malade, eh bien, on mettait Blanche Neige dans mon lit pour m'endormir le soir.",0
La fête de Pâques en France est une fête de tradition catholique,0
"C'est le cas également de nombreuses ONG qui, dans des dizaines de pays, viennent en aide aux enfants-soldats, assurant leur protection et leur garantissant, quand c'est possible, un suivi médical et une scolarisation.",0
"J'aimerais bien continuer mes études au lycée et puis à l'université, peut-être.",0
J'ai deux voisins.,0
"L'invincible sommeil m'a saisi, suivi bientôt de l'atroce réveil.",1
Ces nouvelles contraintes vont-elles mettre un terme au développement de la trottinette,1
Elle est très jolie.,0
Je suis content car je ne le vois pas souvent,0
"Il se réveilla seulement quand il entendit un bruit étrange, et quand il ouvrit les yeux, il vit que tous les serpents étaient réveillés.",0
"À part ça, je fais du sport trois ou quatre fois par semaine.",0
"Waf, waf, je veux rentrer à la maison, chez Alice.",0
"Non, juste quelques minutes.",0
Cette maison vient d'être vendue à des Hollandais,0
Les voici en sept points.,0
J'aime courir sous la pluie.,0
Vous allez bientôt avoir une grande surprise !,0
"S'il y a des nuages avec de la pluie sur la carte, c'est qu'il va pleuvoir et qu'il y a des risques de tempête ou de grêle",0
"Après un trajet en bus, il est heureux de retrouver la mer",0
"Le lait collecté pour le roquefort est délimité dans un territoire d'un rayon de 100 kilomètres autour du village de Roquefort-sur-Soulzon situé dans l'Aveyron et nulle part ailleurs, sinon ce n'est plus du roquefort.",1
