sentence,A1
"De mes fenêtres, je vois la Seine qui coule, le long de mon jardin, derrière la route, presque chez moi, la grande et large Seine qui va de Rouen au Havre, couverte de bateaux qui passent.",0
Une revue avec laquelle il fait bon se poser,0
"Les uns, les pires et dont elle s'était débarrassé les premiers, étaient ceux qui lui conseillaient de ne pas ""s'écouter"" et professaient, fût-ce négativement et en ne la manifestant que par certains silences de désapprobation ou par certains sourires de doute, la doctrine subversive qu'une petite promenade au soleil et un bon bifteck saignant (quand elle gardait quatorze heures sur l'estomac deux méchantes gorgées d'eau de Vichy !) lui feraient plus de bien que son lit et ses médecines.",0
On préférait se référer à l'autonomie des civilisations juxtaposées.,0
Je peux voir le docteur le matin,1
"Un petit coup au carreau, comme si quelque chose l'avait heurté, suivi d'une ample chute légère comme des grains de sable qu'on eut laissés tomber d'un fenêtre au dessus, puis, la chute s'entendant, se réglant, adoptant un rythme, devenant fluide, sonore, musicale, innombrable, universelle : c'était la pluie.",0
"Sur les 40 hommes et femmes présents, 32 étaient séparés ou en instance de divorce.",0
"Quand il arriva près de la maison il vit un monsieur à la porte, et il entendit qu'il disait à la femme : ""Ma bonne femme, votre mari est-il chez lui ?"" ""Non monsieur,"" répondit la femme.",0
Je t'envoie de gros bisous,1
"C'était le paradis, je faisais de longues siestes tantôt sur le canapé, tantôt sur le lit d'Arthur, à la chaleur du soleil ou du radiateur selon les saisons",0
"Elle a remis de l'ordre sur son bureau, elle a envoyé des fax et répondu au courrier",0
Leur capacité de concentraction s'effiloche.,0
Je viens de faire des épreuves surprenantes.,0
Elle regrette de devoir beaucoup travailler,1
"On l'examinait avec intérêt et curiosité, comme un bel orage.",0
"Là, la trap, ça vient tout droit des States et c'est tout nouveau en fait dans le rap",0
"Le cours de maths, lui, est beaucoup plus ennuyeux que d'habitude.",0
C'est trop classe,0
Quelle est l'efficacité réelle de la lutte contre la désinformation menée à grand renfort de communication par les réseaux sociaux ?,0
Je dois aller au bureau trois fois par semaine parce que j'ai des réunions pour déjeuner avec des clients,0
Est-ce que tu travailles toujours à l'agence de voyages ?,0
"Sur le fond, tout le monde est d'accord.",0
Il choisit toujours une grande chambre,1
"Sa famille, assez illustre en Pologne, avait été ruinée dans les troubles de cette contrée.",0
Vous préparez le repas ?,1
Je suis bien arrivée à Londres pour ma dernière année d'études de marketing à l'université,1
"Samedi dernier, j'ai passé la journée à Paris avec mon frère",0
Cette année Virginie est partie une semaine dans un hôtel à Arcachon avec son mari,1
"Puis, l'informatique est arrivé et petit à petit, nous avons commencé à enregistrer effectivement des petites phrases, des groupes de mots, voire même des mots, qui ensuite sont collés les uns aux autres",0
C'est un scandale qu'on puisse construire une usine dans cette zone,0
"Ils attaquèrent la forêt tous ensemble, travaillant jour et nuit et frappant avec tant de force que le heurt de leurs cognées sur les troncs emplissait les plaines comme un grondement incessant de tonnerre.",0
"Ensuite, si vous avez par exemple choisi des couleurs unies, vers les bleu marine, ou vers les noirs, il est indispensable d'avoir des accessoires pour relooker la tenue",0
"Grand, bien fait, blond, d'un blond châtain vaguement roussi, avec une moustache retroussée, qui semblait mousser sur sa lèvre, des yeux bleus, clairs, troués d'une pupille toute petite, des cheveux frisés naturellement, séparés par une raie au milieu du crâne, il ressemblait bien au mauvais sujet des romans populaires",0
Cette ribaude ricane et échafaude !,0
"Un hôte désigne soit la personne qui reçoit un invité soit l'invité qui est reçu, accueilli.",0
À quelle période de l'année se déroule l'histoire ?,0
"D'où la mainmise indispensable sur des lieux situés sous les tropiques, pas trop loin de l'Europe, lieux qui nécessitaient l'importation forcée de main-d'oeuvre servile.",0
Environ 2 300 enseignants et chercheurs ainsi que 950 collaborateurs administratifs et techniques assurent la bonne marche de l'institution qui compte plus de 14 000 étudiants provenant de plus de 86 pays.,0
"Pourtant, Grégoire est loin d'être un idiot, il est même plein de de talents !",0
Les nouvelles technologies ont subi une évolution très rapide depuis les années 1970 et ont entraîné une véritable révolution dans nos habitudes et notre mode de pensée.,0
"Députés et membres de la Convention ont ainsi été conviés par le gouvernement à cinq réunions pour ""présenter les orientations retenues"".",0
"Une fois que vous vous êtes muni des pièces et documents demandés, vous les scannez et les enregistrez sous format numérique.",0
"Je m'appelle Jessica. Je suis une fille, je suis française et j'ai treize ans.",1
Lis un livre pour être plus calme.,0
J'attends votre réponse.,1
Un contrat est signé par l'éditeur et par l'auteur.,0
"Nous avons assez mangé, nous ne voulons plus de gâteaux ni de sucreries.",0
"Quand Ulysse fut parti, Pénélope demeura pensive.",0
Le voleur nous a avoué qu'il avait agi sans raison.,0
Il fait un froid incroyable à Moscou mais la ville est superbe,0
Je ne sais pas où elles sont,1
Sachant que nous jetons 20 milliards de couches-culottes tous les ans dans le monde.,0
Il n'est pas assez dur. Il est trop mou.,1
"Soumis à des persécutions en raison de leur confession protestante, ils espèrent pouvoir vivre leur foi librement",0
Le parc national de Chamonix a besoin de 5 guides pour l'été.,1
"Ces nouveaux seniors ne joueront pas à faire de la figuration, pronostique Robert Rochefort, directeur général du Centre de recherche pour l'étude et l'observation des conditions de vie (Credoc) et auteur de Vive le papy-boom (Odile Jacob).",0
"Sur les cinq heures, il entendit la canonnade : c'étaient les préliminaires de Waterloo.",0
"Alors, qu'est-ce qu'on leur donne là ?",0
"Les soldats se regardèrent étonnés surtout de l'idée de payer, et lui accordèrent avec bonté une place au feu ; son domestique lui fit un abri.",0
C'est sympa de ta part.,1
Vous êtes une femme très intelligente.,1
Le chien n'est pas le seul à apprendre !,0
"Le bac en poche, le premier d'entre eux choisit d'en faire son métier.",0
Nous sommes tous des planches lithographiques dont une infinité de copies se tirent par la médisance,0
L'inspecteur a trouvé des preuves.,0
"Cependant, nous continuons de parler anglais à la maison, car mes parents ne veulent pas que je perde ma langue natale.",1
"Ils tintaient le glas, maintenant, un glas d'une tristesse inexprimable, lourd de larmes, tout gonflé de sanglots.",0
"Pour que les actions de terrain contre la diffusion des campagnols terrestres aient une certaine efficacité, il est important qu'elles soient déployées dans des lieux où les possibilités de passage entre deux taches sont en nombre limité ; inversement, si on met en place une action dans un contexte paysager où de nombreuses alternatives de passage existent, il y a plus de chance que le dispositif soit ""contourné"".",0
C'est avec grand plaisir que je vous envoie ce message pour vous décrire votre voyage à Paris en notre compagnie.,0
"Ces constats ont conduit la profession comptable notamment, mais aussi les dirigeants d'entreprises, à s'interroger pour savoir comment rendre compte de la valeur réelle de leur entreprise",0
Le XXe siècle a vu exploser le nombre de technologies capables de produire et diffuser de l'information.,0
L'une des plus emblématiques est Marie Sophie Germain.,0
"""Non, non,"" dit le roi; ""restez-là, mon ami."" ""Mais, j'ai assez dormi !"" dit le berger.",0
"Ce n'est pas grave, on va manger autre chose.",0
"Elle parlait plusieurs langues, imparfaitement à la vérité, mais toujours 11 avec vivacité, quelquefois avec grâce.",0
Tu as eu des nouvelles de Marie,0
"Son cercle s'était composé de quelques amis ou parents de son amant et de leurs femmes, que l'ascendant du comte de P *** avait forcés à recevoir sa maîtresse.",0
"Environ 60000 enseignants possèdent un compte sur le site de la Fondation, qui forme plusieurs milliers d'enseignants (de la maternelle à la troisième) chaque année.",0
Je rentrais chaque jour en compagnie de mon amoureux.,0
Cette ville a une atmosphère particulière dont je me souviendrai toujours.,0
Tu iras voir ta maman la semaine prochaine ?,1
"Merci, Monsieur.",1
Elle s'étirait délicatement en un long ruban d'hommes et de chameaux.,0
Le quotidien Dallas Morning News a même sorti qu'il s'agissait de la pancarte la plus étrange qu'ils avaient jamais vue.,0
"Contrairement aux autres lanceurs privés, passés ou encore opérationnels, le Falcon 1 utilise des composants entièrement conçus au sein de la société qui le commercialise.",0
es professeurs d'anglais préparent des cours sur le sujet et participent à sa diffusion auprès de la jeunesse.,0
"La façon dont il était habillé au golf, tout comme la façon dont il était habillé au bureau, était méticuleuse.",0
"Cinq ans plus tard, VGE mène une campagne présidentielle moderne, inspirée de celle de Kennedy aux États-Unis",0
"D'abord, je préfère quand il ne fait pas trop chaud, et j'adore la lumière dorée des belles journées d'automne",0
"Peut-être était-ce l'apaisante influence du cigare dont la bague rouge, ornée d'un somptueux écu gaufré d'or, indiquait sans discrétion le prix.",0
Il habite en Italie avec sa femme et ses enfants.,1
Quelle heure il est ?,1
Ce sont les journalistes égyptiens Mustafa et Ali Amin qui eurent l'idée d'introduire cette fête dans leur pays.,0
Le tableau paraissait plus beau qu'avant.,0
"Je n'ai pas vraiment d'appétit le matin, même si je sais que c'est le repas le plus important de la journée",0
"En cas de danger, il faudra vite repartir en voiture",0
Nous avons une voiture bleue.,1
"Cette quête de l'altérité zonale laissa au milieu du XXe une marque géographique frappante : lorsque s'imposa l'idée de tiers-monde, il s'avéra que les pays sous-développés étaient alors très majoritairement situés dans la zone intertropicale, le ""Sud"".",0
Elle doit les aider à apprendre.,0
"Près de la pagode Sule, dans le centre de Rangoun, la capitale économique, un sit-in a été organisé, les manifestants déposant à terre les couvercles de poubelles qui leur servent de boucliers de fortune.",0
"Les reliures de tons différents, rouges, jaunes, vertes, violettes, et bleues, mettaient de la couleur et de la gaieté dans cet alignement monotone de volumes.",0
